,request,time,billed_time,memory,used_memory,read,write,function
0,29c8f9de-e30c-44fe-9649-23178621cdde,137.46,138,128,87,29c8f9de-e30c-44fe-9649-23178621cdde,1.0,writer
1,6a4da07f-f829-49fa-acb2-c3c5c0890bf9,370.94,371,128,87,6a4da07f-f829-49fa-acb2-c3c5c0890bf9,403.0,writer
2,7c7e4d26-3687-498d-b52e-c1499d15247a,372.69,373,128,87,7c7e4d26-3687-498d-b52e-c1499d15247a,403.0,writer
3,8e6b712f-8ee5-4878-8e97-1cf3f1004fdc,360.65,361,128,87,8e6b712f-8ee5-4878-8e97-1cf3f1004fdc,403.0,writer
4,db9cdbe8-b8f6-479f-920f-3b0de3e48aef,352.50,353,128,87,db9cdbe8-b8f6-479f-920f-3b0de3e48aef,403.0,writer
5,f160a711-6943-4942-abde-30b45da58b4c,376.27,377,128,87,f160a711-6943-4942-abde-30b45da58b4c,403.0,writer
6,0b4d2a9c-bca5-4c60-aa32-54a6d1b5ab45,382.40,383,128,87,0b4d2a9c-bca5-4c60-aa32-54a6d1b5ab45,403.0,writer
7,4514d1aa-6698-4e99-bb90-1e22ae36d47f,351.32,352,128,87,4514d1aa-6698-4e99-bb90-1e22ae36d47f,403.0,writer
8,20136be5-91cb-4f42-89bb-2ade996746fa,363.19,364,128,87,20136be5-91cb-4f42-89bb-2ade996746fa,403.0,writer
9,cf948794-1706-4710-8482-5c6e45ab169a,380.83,381,128,87,cf948794-1706-4710-8482-5c6e45ab169a,403.0,writer
10,36495594-5200-4482-a718-6c93994906eb,358.58,359,128,87,36495594-5200-4482-a718-6c93994906eb,403.0,writer
11,bd1df800-3e94-4109-a392-105797097f08,351.67,352,128,87,bd1df800-3e94-4109-a392-105797097f08,403.0,writer
12,5ae3f459-efb3-49dd-94fa-8c575ba7d4bb,375.81,376,128,87,5ae3f459-efb3-49dd-94fa-8c575ba7d4bb,403.0,writer
13,c9a1600c-e133-41d5-8aa3-7d33355e8724,364.35,365,128,87,c9a1600c-e133-41d5-8aa3-7d33355e8724,403.0,writer
14,7b1734cd-ab4e-4135-94fd-96277de54cb5,349.99,350,128,87,7b1734cd-ab4e-4135-94fd-96277de54cb5,403.0,writer
15,548cd721-2c30-402a-95b5-af34ab05f32f,359.89,360,128,87,548cd721-2c30-402a-95b5-af34ab05f32f,403.0,writer
16,2079d882-0f78-4339-abcb-f1e739fbb7fd,352.74,353,128,87,2079d882-0f78-4339-abcb-f1e739fbb7fd,403.0,writer
